name,price,capacity,price_per_gb,type,cache,form_factor,interface,brand,model,slug
Western Digital Blue,72.99,4000.0,0.018,5400,256.0,3.5,SATA,Western,Digital Blue,western-digital-blue-4000-0-sata
Crucial T500,300.0,4000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Crucial,T500,crucial-t500-4000-0-pcie-gen4
Western Digital WD_BLACK SN7100,239.99,4000.0,0.06,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_BLACK SN7100,western-digital-wd-black-sn7100-4000-0-pcie-gen4
KingSpec XG7000,97.99,2000.0,0.049,SSD,,M.2-2280,PCIe Gen4,KingSpec,XG7000,kingspec-xg7000-2000-0-pcie-gen4
Crucial CT1000E100SSD8,71.5,1000.0,0.072,SSD,,M.2-2280,PCIe Gen4,Crucial,CT1000E100SSD8,crucial-ct1000e100ssd8-1000-0-pcie-gen4
Crucial P3,119.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,Crucial,P3,crucial-p3-2000-0-pcie-gen4
Lexar NM620,140.55,2000.0,0.07,SSD,,M.2-2280,PCIe Gen4,Lexar,NM620,lexar-nm620-2000-0-pcie-gen4
Samsung 970 Evo,106.13,500.0,0.212,SSD,512.0,M.2-2280,PCIe Gen4,Samsung,970 Evo,samsung-970-evo-500-0-pcie-gen4
Western Digital Blue SN570,122.79,1000.0,0.123,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN570,western-digital-blue-sn570-1000-0-pcie-gen4
Crucial P5 Plus,228.8,2000.0,0.114,SSD,2048.0,M.2-2280,PCIe Gen4,Crucial,P5 Plus,crucial-p5-plus-2000-0-pcie-gen4
Western Digital WD_Black SN850X w/Heatsink,639.99,8000.0,0.08,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_Black SN850X w/Heatsink,western-digital-wd-black-sn850x-w-heatsink-8000-0-pcie-gen4
Kingston NV2,45.77,500.0,0.092,SSD,,M.2-2280,PCIe Gen4,Kingston,NV2,kingston-nv2-500-0-pcie-gen4
Western Digital WD Green SN3000,119.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD Green SN3000,western-digital-wd-green-sn3000-2000-0-pcie-gen4
Western Digital Caviar Blue,29.99,500.0,0.06,7200,16.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-500-0-sata
TEAMGROUP MP33,23.99,256.0,0.094,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,MP33,teamgroup-mp33-256-0-pcie-gen4
Seagate IronWolf Pro NAS,419.99,20000.0,0.021,7200,256.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-20000-0-sata
ADATA XPG GAMMIX S70 Blade,75.98,1000.0,0.076,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG GAMMIX S70 Blade,adata-xpg-gammix-s70-blade-1000-0-pcie-gen4
Kingston KC3000,67.99,512.0,0.133,SSD,,M.2-2280,PCIe Gen4,Kingston,KC3000,kingston-kc3000-512-0-pcie-gen4
Western Digital Blue SN550,104.85,1000.0,0.105,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN550,western-digital-blue-sn550-1000-0-pcie-gen4
Acer Predator GM7,124.99,2000.0,0.062,SSD,,M.2-2280,PCIe Gen4,Acer,Predator GM7,acer-predator-gm7-2000-0-pcie-gen4
TEAMGROUP T-Force Vulcan Z,91.99,2000.0,0.046,SSD,,2.5,SATA,TEAMGROUP,T-Force Vulcan Z,teamgroup-t-force-vulcan-z-2000-0-sata
TEAMGROUP T-Force Delta Max RGB Lite,58.99,1000.0,0.059,SSD,,2.5,SATA,TEAMGROUP,T-Force Delta Max RGB Lite,teamgroup-t-force-delta-max-rgb-lite-1000-0-sata
Silicon Power A55,27.99,512.0,0.055,SSD,,2.5,SATA,Silicon,Power A55,silicon-power-a55-512-0-sata
Seagate Barracuda Compute,64.98,2000.0,0.032,7200,256.0,3.5,SATA,Seagate,Barracuda Compute,seagate-barracuda-compute-2000-0-sata
Corsair MP600 PRO NH,849.0,8000.0,0.106,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO NH,corsair-mp600-pro-nh-8000-0-pcie-gen4
Lexar NQ790,146.79,2000.0,0.073,SSD,,M.2-2280,PCIe Gen4,Lexar,NQ790,lexar-nq790-2000-0-pcie-gen4
PNY XLR8 CS3040,499.99,4000.0,0.125,SSD,,M.2-2280,PCIe Gen4,PNY,XLR8 CS3040,pny-xlr8-cs3040-4000-0-pcie-gen4
MSI SPATIUM M371,49.99,1000.0,,SSD,,M.2-2280,PCIe Gen4,MSI,SPATIUM M371,msi-spatium-m371-1000-0-pcie-gen4
Crucial P510,179.99,2000.0,0.09,SSD,,M.2-2280,PCIe Gen5,Crucial,P510,crucial-p510-2000-0-pcie-gen5
Crucial MX500,132.0,500.0,0.264,SSD,512.0,2.5,SATA,Crucial,MX500,crucial-mx500-500-0-sata
TEAMGROUP QX,85.99,2000.0,0.043,SSD,,2.5,SATA,TEAMGROUP,QX,teamgroup-qx-2000-0-sata
Patriot Viper VP4300 Lite,64.98,1000.0,0.065,SSD,,M.2-2280,PCIe Gen4,Patriot,Viper VP4300 Lite,patriot-viper-vp4300-lite-1000-0-pcie-gen4
Samsung 980 Pro w/Heatsink,150.99,1000.0,0.151,SSD,1024.0,M.2-2280,PCIe Gen4,Samsung,980 Pro w/Heatsink,samsung-980-pro-w-heatsink-1000-0-pcie-gen4
Crucial BX500,23.49,240.0,0.098,SSD,,2.5,SATA,Crucial,BX500,crucial-bx500-240-0-sata
Western Digital WD_Black SN850X w/Heatsink,174.99,2000.0,0.087,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_Black SN850X w/Heatsink,western-digital-wd-black-sn850x-w-heatsink-2000-0-pcie-gen4
Western Digital WD_BLACK,179.89,4000.0,0.045,7200,256.0,3.5,SATA,Western,Digital WD_BLACK,western-digital-wd-black-4000-0-sata
Gigabyte AORUS Gen4 7300,147.99,2000.0,0.074,SSD,2048.0,M.2-2280,PCIe Gen4,Gigabyte,AORUS Gen4 7300,gigabyte-aorus-gen4-7300-2000-0-pcie-gen4
Crucial P310,49.98,500.0,0.1,SSD,,M.2-2280,PCIe Gen4,Crucial,P310,crucial-p310-500-0-pcie-gen4
Western Digital Blue,69.98,500.0,0.14,SSD,,2.5,SATA,Western,Digital Blue,western-digital-blue-500-0-sata
Seagate IronWolf Pro,315.31,16000.0,0.02,7200,256.0,3.5,SATA,Seagate,IronWolf Pro,seagate-ironwolf-pro-16000-0-sata
Crucial T700,139.99,1000.0,0.14,SSD,,M.2-2280,PCIe Gen5,Crucial,T700,crucial-t700-1000-0-pcie-gen5
ADATA LEGEND 860,77.49,1000.0,0.077,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 860,adata-legend-860-1000-0-pcie-gen4
Western Digital WD Blue SN5000,230.39,4000.0,0.058,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD Blue SN5000,western-digital-wd-blue-sn5000-4000-0-pcie-gen4
Lexar NM620,39.99,512.0,0.078,SSD,,M.2-2280,PCIe Gen4,Lexar,NM620,lexar-nm620-512-0-pcie-gen4
Silicon Power US75,109.97,2000.0,0.055,SSD,,M.2-2280,PCIe Gen4,Silicon,Power US75,silicon-power-us75-2000-0-pcie-gen4
Toshiba MG04ACA600E,150.0,6000.0,0.025,7200,128.0,3.5,SATA,Toshiba,MG04ACA600E,toshiba-mg04aca600e-6000-0-sata
Corsair MP700 PRO SE,549.99,4000.0,0.137,SSD,,M.2-2280,PCIe Gen5,Corsair,MP700 PRO SE,corsair-mp700-pro-se-4000-0-pcie-gen5
Western Digital WD_BLACK,265.0,10000.0,0.026,7200,512.0,3.5,SATA,Western,Digital WD_BLACK,western-digital-wd-black-10000-0-sata
TEAMGROUP MS30,30.99,512.0,0.061,SSD,,M.2-2280,SATA,TEAMGROUP,MS30,teamgroup-ms30-512-0-sata
Western Digital Black SN750,119.0,1000.0,0.119,SSD,,M.2-2280,PCIe Gen4,Western,Digital Black SN750,western-digital-black-sn750-1000-0-pcie-gen4
Patriot P320,32.99,512.0,0.064,SSD,,M.2-2280,PCIe Gen4,Patriot,P320,patriot-p320-512-0-pcie-gen4
Corsair MP600 CORE XT,69.98,1000.0,0.07,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 CORE XT,corsair-mp600-core-xt-1000-0-pcie-gen4
Western Digital Blue SA510,115.19,2000.0,0.058,SSD,,2.5,SATA,Western,Digital Blue SA510,western-digital-blue-sa510-2000-0-sata
Patriot P400 Lite,35.99,500.0,0.072,SSD,,M.2-2280,PCIe Gen4,Patriot,P400 Lite,patriot-p400-lite-500-0-pcie-gen4
Seagate Exos X20,349.99,20000.0,0.017,7200,256.0,3.5,SATA,Seagate,Exos X20,seagate-exos-x20-20000-0-sata
TEAMGROUP T-Force Vulcan Z,31.99,512.0,0.062,SSD,,2.5,SATA,TEAMGROUP,T-Force Vulcan Z,teamgroup-t-force-vulcan-z-512-0-sata
TEAMGROUP MP44Q,59.99,1000.0,0.06,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,MP44Q,teamgroup-mp44q-1000-0-pcie-gen4
Patriot P210,18.98,256.0,0.074,SSD,,2.5,SATA,Patriot,P210,patriot-p210-256-0-sata
Patriot P320,52.99,1000.0,0.053,SSD,,M.2-2280,PCIe Gen4,Patriot,P320,patriot-p320-1000-0-pcie-gen4
Western Digital WD Blue SN5000,44.75,500.0,0.089,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD Blue SN5000,western-digital-wd-blue-sn5000-500-0-pcie-gen4
Kingston FURY Renegade G5,242.31,2048.0,0.118,SSD,,M.2-2280,PCIe Gen5,Kingston,FURY Renegade G5,kingston-fury-renegade-g5-2048-0-pcie-gen5
Western Digital WD_Black SN850X w/Heatsink,103.0,1000.0,0.103,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_Black SN850X w/Heatsink,western-digital-wd-black-sn850x-w-heatsink-1000-0-pcie-gen4
Western Digital Red Plus,269.99,12000.0,0.022,7200,256.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-12000-0-sata
Timetec 35TTFP6PCIE,52.99,1000.0,0.053,SSD,,M.2-2280,PCIe Gen4,Timetec,35TTFP6PCIE,timetec-35ttfp6pcie-1000-0-pcie-gen4
ADATA XPG GAMMIX S70 Blade,169.95,2000.0,0.085,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG GAMMIX S70 Blade,adata-xpg-gammix-s70-blade-2000-0-pcie-gen4
Timetec 35TTQNM2SATA,48.99,1000.0,0.049,SSD,,M.2-2280,SATA,Timetec,35TTQNM2SATA,timetec-35ttqnm2sata-1000-0-sata
PNY CS900,30.99,500.0,0.062,SSD,,2.5,SATA,PNY,CS900,pny-cs900-500-0-sata
Western Digital Blue SN580,54.99,250.0,0.22,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN580,western-digital-blue-sn580-250-0-pcie-gen4
TEAMGROUP MS30,50.99,1000.0,0.051,SSD,,M.2-2280,SATA,TEAMGROUP,MS30,teamgroup-ms30-1000-0-sata
Western Digital WD_BLACK,198.88,8000.0,0.025,7200,256.0,3.5,SATA,Western,Digital WD_BLACK,western-digital-wd-black-8000-0-sata
Corsair MP600 ELITE,149.99,2000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 ELITE,corsair-mp600-elite-2000-0-pcie-gen4
Western Digital Red Plus,104.99,6000.0,0.017,5400,256.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-6000-0-sata
TEAMGROUP T-FORCE G50,218.99,4000.0,0.055,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-FORCE G50,teamgroup-t-force-g50-4000-0-pcie-gen4
Western Digital WD Red Pro,449.99,24000.0,0.019,7200,512.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-24000-0-sata
Western Digital WD_BLACK,78.01,2000.0,0.039,7200,64.0,3.5,SATA,Western,Digital WD_BLACK,western-digital-wd-black-2000-0-sata
PNY CS2241,99.99,2000.0,0.05,SSD,,M.2-2280,PCIe Gen4,PNY,CS2241,pny-cs2241-2000-0-pcie-gen4
Leven JS600,25.99,512.0,0.051,SSD,,2.5,SATA,Leven,JS600,leven-js600-512-0-sata
Sabrent Rocket 4 Plus,219.99,2000.0,0.11,SSD,,M.2-2280,PCIe Gen4,Sabrent,Rocket 4 Plus,sabrent-rocket-4-plus-2000-0-pcie-gen4
Intel 660p,75.0,1020.0,0.074,SSD,,M.2-2280,PCIe Gen4,Intel,660p,intel-660p-1020-0-pcie-gen4
TEAMGROUP MP44,240.99,4000.0,0.06,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,MP44,teamgroup-mp44-4000-0-pcie-gen4
Crucial T500 W/Heatsink,164.99,2000.0,0.082,SSD,,M.2-2280,PCIe Gen4,Crucial,T500 W/Heatsink,crucial-t500-w-heatsink-2000-0-pcie-gen4
Western Digital WD_BLACK SN7100,49.99,500.0,0.1,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_BLACK SN7100,western-digital-wd-black-sn7100-500-0-pcie-gen4
Lexar NM710,88.74,1000.0,0.089,SSD,,M.2-2280,PCIe Gen4,Lexar,NM710,lexar-nm710-1000-0-pcie-gen4
Samsung 870 QVO,114.5,1000.0,0.114,SSD,,2.5,SATA,Samsung,870 QVO,samsung-870-qvo-1000-0-sata
Western Digital Blue,59.99,3000.0,0.02,5400,256.0,3.5,SATA,Western,Digital Blue,western-digital-blue-3000-0-sata
KingSpec XG7000,197.99,4000.0,0.049,SSD,,M.2-2280,PCIe Gen4,KingSpec,XG7000,kingspec-xg7000-4000-0-pcie-gen4
TEAMGROUP MS30,88.99,2000.0,0.044,SSD,,M.2-2280,SATA,TEAMGROUP,MS30,teamgroup-ms30-2000-0-sata
Inland Performance Plus,76.98,1000.0,0.077,SSD,,M.2-2280,PCIe Gen4,Inland,Performance Plus,inland-performance-plus-1000-0-pcie-gen4
Samsung 980,55.4,250.0,0.222,SSD,,M.2-2280,PCIe Gen4,Samsung,980,samsung-980-250-0-pcie-gen4
FanXiang S880,119.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,FanXiang,S880,fanxiang-s880-2000-0-pcie-gen4
TEAMGROUP MP44Q,108.99,2000.0,0.054,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,MP44Q,teamgroup-mp44q-2000-0-pcie-gen4
MSI SPATIUM M480 PRO,289.99,4000.0,0.072,SSD,2048.0,M.2-2280,PCIe Gen4,MSI,SPATIUM M480 PRO,msi-spatium-m480-pro-4000-0-pcie-gen4
Crucial BX500,61.22,480.0,0.128,SSD,,2.5,SATA,Crucial,BX500,crucial-bx500-480-0-sata
Seagate IronWolf Pro NAS,129.99,4000.0,0.032,7200,256.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-4000-0-sata
Klevv CRAS C910,34.99,500.0,0.07,SSD,,M.2-2280,PCIe Gen4,Klevv,CRAS C910,klevv-cras-c910-500-0-pcie-gen4
Patriot Viper VP4300 Lite,209.99,4000.0,0.052,SSD,,M.2-2280,PCIe Gen4,Patriot,Viper VP4300 Lite,patriot-viper-vp4300-lite-4000-0-pcie-gen4
TEAMGROUP T-FORCE GA PRO,89.99,1000.0,0.09,SSD,,M.2-2280,PCIe Gen5,TEAMGROUP,T-FORCE GA PRO,teamgroup-t-force-ga-pro-1000-0-pcie-gen5
Samsung 860 Evo,66.13,250.0,0.265,SSD,512.0,2.5,SATA,Samsung,860 Evo,samsung-860-evo-250-0-sata
Western Digital WD Blue,131.51,8000.0,0.016,5640,256.0,3.5,SATA,Western,Digital WD Blue,western-digital-wd-blue-8000-0-sata
Seagate IronWolf Pro NAS,199.99,8000.0,0.025,7200,256.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-8000-0-sata
Corsair MP600 ELITE,84.99,1000.0,0.085,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 ELITE,corsair-mp600-elite-1000-0-pcie-gen4
Kingston KC3000,329.99,4096.0,0.081,SSD,,M.2-2280,PCIe Gen4,Kingston,KC3000,kingston-kc3000-4096-0-pcie-gen4
Timetec 35TTFP6PCIE,32.99,512.0,0.064,SSD,,M.2-2280,PCIe Gen4,Timetec,35TTFP6PCIE,timetec-35ttfp6pcie-512-0-pcie-gen4
Silicon Power P34A60,54.97,1000.0,0.055,SSD,,M.2-2280,PCIe Gen4,Silicon,Power P34A60,silicon-power-p34a60-1000-0-pcie-gen4
Crucial P1,135.0,1000.0,0.135,SSD,,M.2-2280,PCIe Gen4,Crucial,P1,crucial-p1-1000-0-pcie-gen4
Samsung 9100 PRO w/Heatsink,164.99,1000.0,0.165,SSD,1024.0,M.2-2280,PCIe Gen5,Samsung,9100 PRO w/Heatsink,samsung-9100-pro-w-heatsink-1000-0-pcie-gen5
Inland Performance Plus,131.99,2000.0,0.066,SSD,,M.2-2280,PCIe Gen4,Inland,Performance Plus,inland-performance-plus-2000-0-pcie-gen4
TEAMGROUP MP44,120.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,MP44,teamgroup-mp44-2000-0-pcie-gen4
Seagate Barracuda Compute,74.98,4000.0,0.019,5400,256.0,3.5,SATA,Seagate,Barracuda Compute,seagate-barracuda-compute-4000-0-sata
Lexar NM710,146.31,2000.0,0.073,SSD,,M.2-2280,PCIe Gen4,Lexar,NM710,lexar-nm710-2000-0-pcie-gen4
Samsung 870 QVO,215.0,2000.0,0.107,SSD,,2.5,SATA,Samsung,870 QVO,samsung-870-qvo-2000-0-sata
Seagate Exos X18,429.42,18000.0,0.024,7200,256.0,3.5,SATA,Seagate,Exos X18,seagate-exos-x18-18000-0-sata
Patriot P310,35.98,480.0,0.075,SSD,,M.2-2280,PCIe Gen4,Patriot,P310,patriot-p310-480-0-pcie-gen4
Kingston A400,47.71,120.0,0.398,SSD,,2.5,SATA,Kingston,A400,kingston-a400-120-0-sata
Orico Y-20,10.99,128.0,0.086,SSD,,2.5,SATA,Orico,Y-20,orico-y-20-128-0-sata
Toshiba MG10 512e,349.99,20000.0,0.017,7200,512.0,3.5,SATA,Toshiba,MG10 512e,toshiba-mg10-512e-20000-0-sata
KingSpec P3,45.99,1000.0,0.046,SSD,,2.5,SATA,KingSpec,P3,kingspec-p3-1000-0-sata
Corsair MP700 PRO,499.99,4000.0,0.125,SSD,,M.2-2280,PCIe Gen5,Corsair,MP700 PRO,corsair-mp700-pro-4000-0-pcie-gen5
Leven JPS600,91.99,2000.0,0.046,SSD,,M.2-2280,PCIe Gen4,Leven,JPS600,leven-jps600-2000-0-pcie-gen4
Patriot P220,13.49,128.0,0.105,SSD,,2.5,SATA,Patriot,P220,patriot-p220-128-0-sata
Patriot P310,51.99,960.0,0.054,SSD,,M.2-2280,PCIe Gen4,Patriot,P310,patriot-p310-960-0-pcie-gen4
Western Digital Green SN350,104.49,2000.0,0.052,SSD,,M.2-2280,PCIe Gen4,Western,Digital Green SN350,western-digital-green-sn350-2000-0-pcie-gen4
Sabrent Rocket 4 Plus,119.99,1000.0,0.12,SSD,,M.2-2280,PCIe Gen4,Sabrent,Rocket 4 Plus,sabrent-rocket-4-plus-1000-0-pcie-gen4
Western Digital WD Red Pro,419.79,20000.0,0.021,7200,512.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-20000-0-sata
Kingston KC600,35.49,256.0,0.139,SSD,,2.5,SATA,Kingston,KC600,kingston-kc600-256-0-sata
Seagate FireCuda 530R,169.99,2000.0,0.085,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530R,seagate-firecuda-530r-2000-0-pcie-gen4
Kingston FURY Renegade G5,171.99,1024.0,0.168,SSD,,M.2-2280,PCIe Gen5,Kingston,FURY Renegade G5,kingston-fury-renegade-g5-1024-0-pcie-gen5
ADATA SU630,26.61,240.0,0.111,SSD,,2.5,SATA,ADATA,SU630,adata-su630-240-0-sata
ADATA Legend 800,119.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,ADATA,Legend 800,adata-legend-800-2000-0-pcie-gen4
Seagate IronWolf NAS,247.79,8000.0,0.031,7200,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-8000-0-sata
Samsung 870 Evo,54.99,250.0,0.22,SSD,512.0,2.5,SATA,Samsung,870 Evo,samsung-870-evo-250-0-sata
Toshiba MG09 512e,275.0,18000.0,0.015,7200,512.0,3.5,SATA,Toshiba,MG09 512e,toshiba-mg09-512e-18000-0-sata
MSI SPATIUM M450,49.95,500.0,0.1,SSD,,M.2-2280,PCIe Gen4,MSI,SPATIUM M450,msi-spatium-m450-500-0-pcie-gen4
Western Digital WD_Black SN850X w/Heatsink,309.99,4000.0,0.077,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_Black SN850X w/Heatsink,western-digital-wd-black-sn850x-w-heatsink-4000-0-pcie-gen4
Patriot Burst Elite,26.99,480.0,0.056,SSD,,2.5,SATA,Patriot,Burst Elite,patriot-burst-elite-480-0-sata
Seagate BarraCuda,85.99,2000.0,0.043,5400,128.0,2.5,SATA,Seagate,BarraCuda,seagate-barracuda-2000-0-sata
Western Digital Green,61.09,1000.0,0.061,SSD,,2.5,SATA,Western,Digital Green,western-digital-green-1000-0-sata
ADATA LEGEND 860,131.39,2000.0,0.066,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 860,adata-legend-860-2000-0-pcie-gen4
Western Digital Blue,69.98,1000.0,0.07,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-1000-0-sata
Western Digital Blue SA510,64.9,1000.0,0.065,SSD,,2.5,SATA,Western,Digital Blue SA510,western-digital-blue-sa510-1000-0-sata
Western Digital Blue SN570,109.99,500.0,0.22,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN570,western-digital-blue-sn570-500-0-pcie-gen4
PNY CS2241,57.99,1000.0,0.058,SSD,,M.2-2280,PCIe Gen4,PNY,CS2241,pny-cs2241-1000-0-pcie-gen4
Orico O7000,103.94,2000.0,0.052,SSD,,M.2-2280,PCIe Gen4,Orico,O7000,orico-o7000-2000-0-pcie-gen4
Samsung 960 Evo,87.95,250.0,0.352,SSD,512.0,M.2-2280,PCIe Gen4,Samsung,960 Evo,samsung-960-evo-250-0-pcie-gen4
Patriot P320,23.49,256.0,0.092,SSD,,M.2-2280,PCIe Gen4,Patriot,P320,patriot-p320-256-0-pcie-gen4
Western Digital Purple Pro,499.99,24000.0,0.021,7200,512.0,3.5,SATA,Western,Digital Purple Pro,western-digital-purple-pro-24000-0-sata
Western Digital Blue SN550,158.97,500.0,0.318,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN550,western-digital-blue-sn550-500-0-pcie-gen4
Corsair MP700 PRO,139.99,1000.0,0.14,SSD,,M.2-2280,PCIe Gen5,Corsair,MP700 PRO,corsair-mp700-pro-1000-0-pcie-gen5
Crucial P3,318.0,4000.0,0.08,SSD,,M.2-2280,PCIe Gen4,Crucial,P3,crucial-p3-4000-0-pcie-gen4
Seagate IronWolf Pro,237.45,14000.0,0.017,7200,256.0,3.5,SATA,Seagate,IronWolf Pro,seagate-ironwolf-pro-14000-0-sata
Western Digital Ultrastar DC HC520,195.0,12000.0,0.016,7200,,3.5,SATA,Western,Digital Ultrastar DC HC520,western-digital-ultrastar-dc-hc520-12000-0-sata
Corsair MP600 PRO LPX,159.99,2000.0,0.08,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO LPX,corsair-mp600-pro-lpx-2000-0-pcie-gen4
SK Hynix Platinum P51,269.99,2000.0,0.135,SSD,,M.2-2280,PCIe Gen5,SK,Hynix Platinum P51,sk-hynix-platinum-p51-2000-0-pcie-gen5
SanDisk SSD PLUS,62.99,1000.0,0.063,SSD,,M.2-2280,PCIe Gen4,SanDisk,SSD PLUS,sandisk-ssd-plus-1000-0-pcie-gen4
Corsair MP700 PRO SE with Air Cooler,559.99,4000.0,0.14,SSD,,M.2-2280,PCIe Gen5,Corsair,MP700 PRO SE with Air Cooler,corsair-mp700-pro-se-with-air-cooler-4000-0-pcie-gen5
TEAMGROUP Cardea A440,128.99,2000.0,0.064,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,Cardea A440,teamgroup-cardea-a440-2000-0-pcie-gen4
TEAMGROUP T-Force Vulcan Z,89.99,2000.0,0.045,SSD,,2.5,SATA,TEAMGROUP,T-Force Vulcan Z,teamgroup-t-force-vulcan-z-2000-0-sata
Patriot P310,25.98,240.0,0.108,SSD,,M.2-2280,PCIe Gen4,Patriot,P310,patriot-p310-240-0-pcie-gen4
Seagate IronWolf Pro NAS,595.37,22000.0,0.027,7200,512.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-22000-0-sata
Corsair MP600 CORE XT,279.99,4000.0,0.07,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 CORE XT,corsair-mp600-core-xt-4000-0-pcie-gen4
KingSpec XG7000,57.99,1000.0,0.058,SSD,,M.2-2280,PCIe Gen4,KingSpec,XG7000,kingspec-xg7000-1000-0-pcie-gen4
Crucial T500,72.98,500.0,0.146,SSD,,M.2-2280,PCIe Gen4,Crucial,T500,crucial-t500-500-0-pcie-gen4
Samsung 970 Pro,239.99,512.0,0.469,SSD,512.0,M.2-2280,PCIe Gen4,Samsung,970 Pro,samsung-970-pro-512-0-pcie-gen4
Acer Predator GM7000,52.99,512.0,0.103,SSD,512.0,M.2-2280,PCIe Gen4,Acer,Predator GM7000,acer-predator-gm7000-512-0-pcie-gen4
FanXiang S101,15.99,128.0,0.125,SSD,,2.5,SATA,FanXiang,S101,fanxiang-s101-128-0-sata
Samsung 980 Pro w/Heatsink,235.0,2000.0,0.117,SSD,2048.0,M.2-2280,PCIe Gen4,Samsung,980 Pro w/Heatsink,samsung-980-pro-w-heatsink-2000-0-pcie-gen4
Western Digital AV-GP,40.59,2000.0,0.02,5400,64.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-2000-0-sata
Seagate Exos X18,229.99,14000.0,0.016,7200,256.0,3.5,SATA,Seagate,Exos X18,seagate-exos-x18-14000-0-sata
Seagate BarraCuda Pro,236.78,10000.0,0.024,7200,256.0,3.5,SATA,Seagate,BarraCuda Pro,seagate-barracuda-pro-10000-0-sata
Patriot P300,102.99,2000.0,0.051,SSD,,M.2-2280,PCIe Gen4,Patriot,P300,patriot-p300-2000-0-pcie-gen4
SanDisk SSD PLUS,27.99,240.0,0.117,SSD,,2.5,SATA,SanDisk,SSD PLUS,sandisk-ssd-plus-240-0-sata
Patriot Burst Elite,17.48,240.0,0.073,SSD,,2.5,SATA,Patriot,Burst Elite,patriot-burst-elite-240-0-sata
Lexar NM790,629.49,8000.0,0.079,SSD,,M.2-2280,PCIe Gen4,Lexar,NM790,lexar-nm790-8000-0-pcie-gen4
FanXiang S500 Pro,39.99,512.0,0.078,SSD,,M.2-2280,PCIe Gen4,FanXiang,S500 Pro,fanxiang-s500-pro-512-0-pcie-gen4
Western Digital Green,52.0,240.0,0.217,SSD,,2.5,SATA,Western,Digital Green,western-digital-green-240-0-sata
Sabrent Rocket 5,339.99,2000.0,0.17,SSD,,M.2-2280,PCIe Gen5,Sabrent,Rocket 5,sabrent-rocket-5-2000-0-pcie-gen5
Silicon Power US75,62.99,1000.0,0.063,SSD,,M.2-2280,PCIe Gen4,Silicon,Power US75,silicon-power-us75-1000-0-pcie-gen4
PNY CS900,19.98,250.0,0.08,SSD,,2.5,SATA,PNY,CS900,pny-cs900-250-0-sata
