name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug
TEAMGROUP T-Force Delta RGB 32 GB,74.94,"2,16",2.342,Black,10.0,16.0,DDR4,3200,teamgroup-t-force-delta-rgb-32-gb-ddr4-3200
G.Skill Trident Z5 RGB 32 GB,95.98,"2,16",2.999,Black,12.0,36.0,DDR5,6000,g-skill-trident-z5-rgb-32-gb-ddr5-6000
Silicon Power SP016GBLFU320B22 16 GB,39.97,"2,8",2.498,,13.75,22.0,DDR4,3200,silicon-power-sp016gblfu320b22-16-gb-ddr4-3200
G.Skill Trident Z5 Neo RGB 32 GB,134.99,"2,16",4.218,White,9.375,30.0,DDR5,6400,g-skill-trident-z5-neo-rgb-32-gb-ddr5-6400
G.Skill Ripjaws S5 32 GB,99.99,"2,16",3.125,Black,10.0,28.0,DDR5,5600,g-skill-ripjaws-s5-32-gb-ddr5-5600
Corsair Vengeance LPX 64 GB,128.99,"2,32",2.015,Black,10.0,18.0,DDR4,3600,corsair-vengeance-lpx-64-gb-ddr4-3600
Patriot Viper Venom 32 GB,114.99,"2,16",3.593,Black / White,9.143,32.0,DDR5,7000,patriot-viper-venom-32-gb-ddr5-7000
TEAMGROUP T-Force Delta RGB 32 GB,107.99,"2,16",3.375,White,10.0,32.0,DDR5,6400,teamgroup-t-force-delta-rgb-32-gb-ddr5-6400
G.Skill Aegis 32 GB,69.98,"2,16",2.187,Red / Black,10.0,16.0,DDR4,3200,g-skill-aegis-32-gb-ddr4-3200
TEAMGROUP T-Create Expert 32 GB,89.99,"2,16",2.812,Black,10.0,32.0,DDR5,6400,teamgroup-t-create-expert-32-gb-ddr5-6400
Kingston FURY Beast RGB 64 GB,239.99,"2,32",3.75,White,10.0,30.0,DDR5,6000,kingston-fury-beast-rgb-64-gb-ddr5-6000
G.Skill Trident Z5 Neo RGB 96 GB,,"2,48",,Black,8.667,26.0,DDR5,6000,g-skill-trident-z5-neo-rgb-96-gb-ddr5-6000
Lexar THOR OC 32 GB,104.99,"2,16",3.281,Black / Gold,10.667,32.0,DDR5,6000,lexar-thor-oc-32-gb-ddr5-6000
Silicon Power XPOWER Zenith RGB Gaming 64 GB,169.99,"2,32",2.656,White,10.0,30.0,DDR5,6000,silicon-power-xpower-zenith-rgb-gaming-64-gb-ddr5-6000
Corsair Vengeance 64 GB,219.99,"2,32",3.437,Black / Gray,10.0,30.0,DDR5,6000,corsair-vengeance-64-gb-ddr5-6000
TEAMGROUP T-Create Expert 64 GB,176.99,"2,32",2.765,Black,11.333,34.0,DDR5,6000,teamgroup-t-create-expert-64-gb-ddr5-6000
Corsair Vengeance RGB 32 GB,144.99,"2,16",4.531,Black / Gray,10.0,30.0,DDR5,6000,corsair-vengeance-rgb-32-gb-ddr5-6000
Kingston FURY Beast 128 GB,339.99,"2,64",2.656,Black,12.857,36.0,DDR5,5600,kingston-fury-beast-128-gb-ddr5-5600
Patriot Viper Venom 16 GB,49.99,"2,8",3.124,Black / Red,10.0,32.0,DDR5,6400,patriot-viper-venom-16-gb-ddr5-6400
Timetec PINNACLE Konduit 16 GB,31.99,"2,8",1.999,White,10.0,16.0,DDR4,3200,timetec-pinnacle-konduit-16-gb-ddr4-3200
G.Skill Trident Z5 RGB 64 GB,159.99,"2,32",2.5,Black,12.0,36.0,DDR5,6000,g-skill-trident-z5-rgb-64-gb-ddr5-6000
Corsair Dominator Titanium 64 GB,299.99,"2,32",4.687,White,10.0,30.0,DDR5,6000,corsair-dominator-titanium-64-gb-ddr5-6000
Patriot Viper Venom 16 GB,48.99,"1,16",3.062,Black / White,10.0,30.0,DDR5,6000,patriot-viper-venom-16-gb-ddr5-6000
Silicon Power XPOWER Zenith RGB Gaming 32 GB,99.99,"2,16",3.125,White,10.0,30.0,DDR5,6000,silicon-power-xpower-zenith-rgb-gaming-32-gb-ddr5-6000
Corsair Vengeance RGB 64 GB,244.99,"2,32",3.828,Black / Gray,10.0,32.0,DDR5,6400,corsair-vengeance-rgb-64-gb-ddr5-6400
Kingston KHX8500D2K2/4GR 4 GB,,"2,2",,Blue,9.381,5.0,DDR2,1066,kingston-khx8500d2k2-4gr-4-gb-ddr2-1066
Corsair Vengeance 64 GB,149.99,"2,32",2.344,Black,14.286,40.0,DDR5,5600,corsair-vengeance-64-gb-ddr5-5600
TEAMGROUP T-Force Vulcan Z 32 GB,,"2,16",,Black,10.0,18.0,DDR4,3600,teamgroup-t-force-vulcan-z-32-gb-ddr4-3600
G.Skill Trident Z RGB 32 GB,105.53,"2,16",3.298,Black,10.0,16.0,DDR4,3200,g-skill-trident-z-rgb-32-gb-ddr4-3200
Kingston KCP424NS6/4 4 GB,9.99,"1,4",2.498,Green / Black,14.167,17.0,DDR4,2400,kingston-kcp424ns6-4-4-gb-ddr4-2400
G.Skill Trident Z5 Royal 48 GB,279.99,"2,24",5.833,Silver,9.524,40.0,DDR5,8400,g-skill-trident-z5-royal-48-gb-ddr5-8400
Corsair Vengeance LPX 32 GB,85.88,"2,16",2.684,Black / Yellow,8.889,16.0,DDR4,3600,corsair-vengeance-lpx-32-gb-ddr4-3600
G.Skill Trident Z5 RGB 48 GB,214.99,"2,24",4.479,Black,10.0,40.0,DDR5,8000,g-skill-trident-z5-rgb-48-gb-ddr5-8000
Corsair Vengeance 128 GB,540.99,"4,32",4.226,Black,14.286,40.0,DDR5,5600,corsair-vengeance-128-gb-ddr5-5600
Kingston HyperX Fury 8 GB,,"1,8",,Black,12.003,16.0,DDR4,2666,kingston-hyperx-fury-8-gb-ddr4-2666
Kingston FURY Beast RGB 128 GB,399.99,"4,32",3.125,Black,15.385,40.0,DDR5,5200,kingston-fury-beast-rgb-128-gb-ddr5-5200
G.Skill Flare X5 32 GB,104.99,"2,16",3.281,Black,10.667,32.0,DDR5,6000,g-skill-flare-x5-32-gb-ddr5-6000
TEAMGROUP Elite 32 GB,78.98,"2,16",2.468,Black,13.75,22.0,DDR4,3200,teamgroup-elite-32-gb-ddr4-3200
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"2,16",2.812,Black,12.667,38.0,DDR5,6000,teamgroup-t-force-delta-rgb-32-gb-ddr5-6000
ADATA XPG SPECTRIX D35G RGB 16 GB,54.99,"2,8",3.437,Black,10.0,16.0,DDR4,3200,adata-xpg-spectrix-d35g-rgb-16-gb-ddr4-3200
Crucial Pro 32 GB,94.99,"2,16",2.968,White,11.875,38.0,DDR5,6400,crucial-pro-32-gb-ddr5-6400
G.Skill Trident Z RGB 64 GB,149.99,"2,32",2.344,Black,10.0,18.0,DDR4,3600,g-skill-trident-z-rgb-64-gb-ddr4-3600
TEAMGROUP T-Force Vulcan Z 16 GB,38.99,"2,8",2.437,Gray,10.0,16.0,DDR4,3200,teamgroup-t-force-vulcan-z-16-gb-ddr4-3200
Patriot Viper Venom 64 GB,159.99,"2,32",2.5,Black / White,12.0,36.0,DDR5,6000,patriot-viper-venom-64-gb-ddr5-6000
Corsair Vengeance RGB 32 GB,121.99,"2,16",3.812,White,13.333,40.0,DDR5,6000,corsair-vengeance-rgb-32-gb-ddr5-6000
Crucial CT51264BA160B 4 GB,10.29,"1,4",2.572,Green,13.75,11.0,DDR3,1600,crucial-ct51264ba160b-4-gb-ddr3-1600
Corsair Vengeance LPX 16 GB,85.99,"2,8",5.374,Black / Yellow,10.0,15.0,DDR4,3000,corsair-vengeance-lpx-16-gb-ddr4-3000
Silicon Power XPOWER Turbine 32 GB,60.99,"2,16",1.906,Blue,10.0,16.0,DDR4,3200,silicon-power-xpower-turbine-32-gb-ddr4-3200
TEAMGROUP T-Force Delta RGB 16 GB,77.99,"2,8",4.874,White,12.667,38.0,DDR5,6000,teamgroup-t-force-delta-rgb-16-gb-ddr5-6000
Corsair Dominator Titanium 64 GB,319.99,"2,32",5.0,Black,10.0,30.0,DDR5,6000,corsair-dominator-titanium-64-gb-ddr5-6000
G.Skill Ripjaws S5 32 GB,109.99,"2,16",3.437,Black,10.0,32.0,DDR5,6400,g-skill-ripjaws-s5-32-gb-ddr5-6400
G.Skill Flare X5 96 GB,184.99,"2,48",1.927,Black,15.385,40.0,DDR5,5200,g-skill-flare-x5-96-gb-ddr5-5200
Klevv BOLT V 32 GB,93.99,"2,16",2.937,Black,10.0,30.0,DDR5,6000,klevv-bolt-v-32-gb-ddr5-6000
G.Skill Ripjaws M5 Neo RGB 32 GB,94.99,"2,16",2.968,Black,12.0,36.0,DDR5,6000,g-skill-ripjaws-m5-neo-rgb-32-gb-ddr5-6000
Corsair Vengeance RGB 32 GB,117.99,"2,16",3.687,Black / Gray,10.0,32.0,DDR5,6400,corsair-vengeance-rgb-32-gb-ddr5-6400
Corsair Vengeance 32 GB,135.99,"2,16",4.25,Black,9.333,28.0,DDR5,6000,corsair-vengeance-32-gb-ddr5-6000
TEAMGROUP Vulcan Z 16 GB,42.99,"2,8",2.687,Black,10.0,18.0,DDR4,3600,teamgroup-vulcan-z-16-gb-ddr4-3600
Silicon Power GAMING 16 GB,37.97,"2,8",2.373,Gray / Silver,10.0,18.0,DDR4,3600,silicon-power-gaming-16-gb-ddr4-3600
TEAMGROUP T-Create Expert 96 GB,291.99,"2,48",3.042,Black / Gold,10.0,32.0,DDR5,6400,teamgroup-t-create-expert-96-gb-ddr5-6400
Corsair Vengeance RGB Pro 32 GB,,"4,8",,Black,8.908,19.0,DDR4,4266,corsair-vengeance-rgb-pro-32-gb-ddr4-4266
G.Skill Ripjaws S5 32 GB,84.99,"2,16",2.656,Black,15.385,40.0,DDR5,5200,g-skill-ripjaws-s5-32-gb-ddr5-5200
Corsair Vengeance RGB 64 GB,184.99,"2,32",2.89,Black,13.333,40.0,DDR5,6000,corsair-vengeance-rgb-64-gb-ddr5-6000
TEAMGROUP T-Create Expert 32 GB,110.99,"2,16",3.468,Black,9.444,34.0,DDR5,7200,teamgroup-t-create-expert-32-gb-ddr5-7200
Corsair Vengeance 96 GB,329.99,"2,48",3.437,Black,10.0,32.0,DDR5,6400,corsair-vengeance-96-gb-ddr5-6400
Patriot Signature Line 16 GB,34.99,"1,16",2.187,Black,16.667,40.0,DDR5,4800,patriot-signature-line-16-gb-ddr5-4800
Corsair Vengeance RGB 64 GB,277.99,"2,32",4.344,White,10.0,32.0,DDR5,6400,corsair-vengeance-rgb-64-gb-ddr5-6400
Crucial CT2K64G56C46U5 128 GB,279.99,"2,64",2.187,Black,16.429,46.0,DDR5,5600,crucial-ct2k64g56c46u5-128-gb-ddr5-5600
G.Skill Trident Z RGB 16 GB,54.99,"2,8",3.437,Black,10.0,16.0,DDR4,3200,g-skill-trident-z-rgb-16-gb-ddr4-3200
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"2,16",2.812,Black,12.5,40.0,DDR5,6400,teamgroup-t-force-delta-rgb-32-gb-ddr5-6400
Silicon Power XPOWER Zenith Gaming 64 GB,164.99,"2,32",2.578,White,10.0,30.0,DDR5,6000,silicon-power-xpower-zenith-gaming-64-gb-ddr5-6000
Kingston FURY Beast RGB 128 GB,349.99,"2,64",2.734,Black,12.857,36.0,DDR5,5600,kingston-fury-beast-rgb-128-gb-ddr5-5600
Supermicro MEM-DR412L-SL02-LR26 128 GB,,"1,128",,Green / Black,16.504,22.0,DDR4,2666,supermicro-mem-dr412l-sl02-lr26-128-gb-ddr4-2666
Patriot Viper Venom 16 GB,48.99,"2,8",3.062,Black / Silver,12.0,36.0,DDR5,6000,patriot-viper-venom-16-gb-ddr5-6000
Corsair Vengeance RGB Pro 32 GB,128.99,"4,8",4.031,Black,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-32-gb-ddr4-3200
G.Skill Trident Z5 Neo RGB 48 GB,,"2,24",,Black,8.667,26.0,DDR5,6000,g-skill-trident-z5-neo-rgb-48-gb-ddr5-6000
G.Skill Ripjaws M5 RGB 32 GB,114.99,"2,16",3.593,White,10.0,30.0,DDR5,6000,g-skill-ripjaws-m5-rgb-32-gb-ddr5-6000
Kingston FURY Beast 16 GB,74.54,"1,16",4.659,Black,10.0,16.0,DDR4,3200,kingston-fury-beast-16-gb-ddr4-3200
G.Skill Flare X5 96 GB,329.99,"2,48",3.437,Black,10.0,30.0,DDR5,6000,g-skill-flare-x5-96-gb-ddr5-6000
Kingston FURY Beast 32 GB,93.99,"2,16",2.937,Black / Silver,15.385,40.0,DDR5,5200,kingston-fury-beast-32-gb-ddr5-5200
Patriot Viper Venom 32 GB,83.99,"2,16",2.625,Black / White,12.857,36.0,DDR5,5600,patriot-viper-venom-32-gb-ddr5-5600
Silicon Power XPOWER Storm RGB 32 GB,94.97,"2,16",2.968,Black,10.0,32.0,DDR5,6400,silicon-power-xpower-storm-rgb-32-gb-ddr5-6400
Corsair Vengeance LPX 16 GB,48.99,"2,8",3.062,Black / Yellow,8.889,16.0,DDR4,3600,corsair-vengeance-lpx-16-gb-ddr4-3600
Corsair Dominator Platinum RGB 64 GB,377.99,"4,16",5.906,Black,9.697,32.0,DDR5,6600,corsair-dominator-platinum-rgb-64-gb-ddr5-6600
Silicon Power XPOWER Storm RGB 32 GB,85.99,"2,16",2.687,White,12.0,36.0,DDR5,6000,silicon-power-xpower-storm-rgb-32-gb-ddr5-6000
TEAMGROUP Elite 16 GB,48.99,"2,8",3.062,Black,13.75,22.0,DDR4,3200,teamgroup-elite-16-gb-ddr4-3200
Klevv BOLT X 32 GB,80.98,"2,16",2.531,Black,10.0,18.0,DDR4,3600,klevv-bolt-x-32-gb-ddr4-3600
Crucial Classic 64 GB,130.99,"2,32",2.047,Black,16.429,46.0,DDR5,5600,crucial-classic-64-gb-ddr5-5600
Corsair Vengeance RGB 32 GB,94.99,"2,16",2.968,Black / Gray,12.0,36.0,DDR5,6000,corsair-vengeance-rgb-32-gb-ddr5-6000
TEAMGROUP T-Create Expert 16 GB,45.99,"2,8",2.874,Gray,10.0,16.0,DDR4,3200,teamgroup-t-create-expert-16-gb-ddr4-3200
Klevv BOLT X 16 GB,47.99,"2,8",2.999,Black,10.0,18.0,DDR4,3600,klevv-bolt-x-16-gb-ddr4-3600
TEAMGROUP T-Force Delta RGB 32 GB,,"2,16",,White,10.0,16.0,DDR4,3200,teamgroup-t-force-delta-rgb-32-gb-ddr4-3200
Corsair Vengeance 32 GB,94.99,"2,16",2.968,Black,16.667,40.0,DDR5,4800,corsair-vengeance-32-gb-ddr5-4800
G.Skill Aegis 16 GB,36.99,"2,8",2.312,Black / Red,10.667,16.0,DDR4,3000,g-skill-aegis-16-gb-ddr4-3000
TEAMGROUP Elite 32 GB,75.98,"2,16",2.374,Black,16.429,46.0,DDR5,5600,teamgroup-elite-32-gb-ddr5-5600
Corsair Vengeance 32 GB,89.99,"2,16",2.812,Black / Gray,14.286,40.0,DDR5,5600,corsair-vengeance-32-gb-ddr5-5600
Patriot Viper Venom RGB 32 GB,84.99,"2,16",2.656,Black / White,12.0,36.0,DDR5,6000,patriot-viper-venom-rgb-32-gb-ddr5-6000
Timetec PINNACLE Konduit 16 GB,33.99,"2,8",2.124,White,10.0,18.0,DDR4,3600,timetec-pinnacle-konduit-16-gb-ddr4-3600
Patriot Viper 4 Blackout 64 GB,1203.86,"2,32",18.81,Black,10.667,16.0,DDR4,3000,patriot-viper-4-blackout-64-gb-ddr4-3000
Crucial CT64G4YFQ426S 64 GB,649.95,"1,64",10.155,Green / Black,14.254,19.0,DDR4,2666,crucial-ct64g4yfq426s-64-gb-ddr4-2666
G.Skill Ripjaws S5 64 GB,192.99,"2,32",3.015,Black,10.0,30.0,DDR5,6000,g-skill-ripjaws-s5-64-gb-ddr5-6000
Corsair Vengeance RGB 32 GB,121.99,"2,16",3.812,Black / Gray,14.286,40.0,DDR5,5600,corsair-vengeance-rgb-32-gb-ddr5-5600
Crucial Ballistix 16 GB,,"2,8",,Black,10.0,16.0,DDR4,3200,crucial-ballistix-16-gb-ddr4-3200
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"2,16",2.812,White,12.5,40.0,DDR5,6400,teamgroup-t-force-delta-rgb-32-gb-ddr5-6400
Crucial CT64G56C46U5 64 GB,156.99,"1,64",2.453,Black,16.429,46.0,DDR5,5600,crucial-ct64g56c46u5-64-gb-ddr5-5600
TEAMGROUP T-Force DELTAα RGB 16 GB,69.99,"2,8",4.374,White,12.667,38.0,DDR5,6000,teamgroup-t-force-delta-rgb-16-gb-ddr5-6000
G.Skill Ripjaws V 32 GB,99.99,"2,16",3.125,Black,9.0,18.0,DDR4,4000,g-skill-ripjaws-v-32-gb-ddr4-4000
TEAMGROUP T-Force Delta RGB 64 GB,184.99,"2,32",2.89,Black,12.667,38.0,DDR5,6000,teamgroup-t-force-delta-rgb-64-gb-ddr5-6000
Klevv KD5AGU880-56K300F 32 GB,80.98,"2,16",2.531,White,10.714,30.0,DDR5,5600,klevv-kd5agu880-56k300f-32-gb-ddr5-5600
Crucial CT8G48C40U5 8 GB,24.98,"1,8",3.123,Black,16.667,40.0,DDR5,4800,crucial-ct8g48c40u5-8-gb-ddr5-4800
Acer Predator Vesta II RGB 32 GB,143.8,"2,16",4.494,Black,10.0,30.0,DDR5,6000,acer-predator-vesta-ii-rgb-32-gb-ddr5-6000
Silicon Power XPOWER Zenith RGB Gaming 32 GB,67.99,"2,16",2.125,Black,10.0,18.0,DDR4,3600,silicon-power-xpower-zenith-rgb-gaming-32-gb-ddr4-3600
Kingston FURY Beast RGB 32 GB,160.05,"2,16",5.002,Black,10.0,18.0,DDR4,3600,kingston-fury-beast-rgb-32-gb-ddr4-3600
TEAMGROUP T-Force Delta RGB 32 GB,124.99,"2,16",3.906,Black,9.333,28.0,DDR5,6000,teamgroup-t-force-delta-rgb-32-gb-ddr5-6000
Corsair Vengeance 96 GB,354.99,"2,48",3.698,Black,10.0,30.0,DDR5,6000,corsair-vengeance-96-gb-ddr5-6000
Lexar Ares RGB 32 GB,117.99,"2,16",3.687,Black / Silver,10.0,32.0,DDR5,6400,lexar-ares-rgb-32-gb-ddr5-6400
G.Skill Flare X5 128 GB,399.99,"2,64",3.125,Black,11.333,34.0,DDR5,6000,g-skill-flare-x5-128-gb-ddr5-6000
Crucial Pro 96 GB,209.99,"2,48",2.187,Black,16.429,46.0,DDR5,5600,crucial-pro-96-gb-ddr5-5600
Corsair Vengeance RGB Pro 16 GB,103.99,"2,8",6.499,Black,10.0,18.0,DDR4,3600,corsair-vengeance-rgb-pro-16-gb-ddr4-3600
G.Skill Trident Z5 RGB 96 GB,339.99,"2,48",3.542,Black,10.0,34.0,DDR5,6800,g-skill-trident-z5-rgb-96-gb-ddr5-6800
PNY XLR8 16 GB,31.99,"2,8",1.999,Black / Red,10.0,16.0,DDR4,3200,pny-xlr8-16-gb-ddr4-3200
Corsair Vengeance 64 GB,,"2,32",,Black / Gray,9.412,32.0,DDR5,6800,corsair-vengeance-64-gb-ddr5-6800
Patriot Viper Steel 16 GB,51.99,"2,8",3.249,Silver / Black,9.444,17.0,DDR4,3600,patriot-viper-steel-16-gb-ddr4-3600
Crucial CT2K8G4DFS824A 16 GB,31.35,"2,8",1.959,Green / Black,14.167,17.0,DDR4,2400,crucial-ct2k8g4dfs824a-16-gb-ddr4-2400
Kingston FURY Beast RGB 64 GB,496.01,"2,32",7.75,Black,10.0,32.0,DDR5,6400,kingston-fury-beast-rgb-64-gb-ddr5-6400
TEAMGROUP T-Force Delta RGB 16 GB,49.99,"2,8",3.124,White,10.0,16.0,DDR4,3200,teamgroup-t-force-delta-rgb-16-gb-ddr4-3200
TEAMGROUP T-Create Expert 48 GB,145.99,"2,24",3.041,Black / Gold,10.0,32.0,DDR5,6400,teamgroup-t-create-expert-48-gb-ddr5-6400
Crucial Classic 8 GB,21.99,"1,8",2.749,Black,16.429,46.0,DDR5,5600,crucial-classic-8-gb-ddr5-5600
Corsair Vengeance LPX 256 GB,703.75,"8,32",2.749,Black / Yellow,10.0,16.0,DDR4,3200,corsair-vengeance-lpx-256-gb-ddr4-3200
Crucial CT8G4DFRA32A 8 GB,25.72,"1,8",3.215,Green,13.75,22.0,DDR4,3200,crucial-ct8g4dfra32a-8-gb-ddr4-3200
G.Skill Trident Z5 Neo RGB 64 GB,349.99,"2,32",5.469,White / Black,8.667,26.0,DDR5,6000,g-skill-trident-z5-neo-rgb-64-gb-ddr5-6000
Klevv CRAS V RGB 32 GB,,"2,16",,Black,10.0,30.0,DDR5,6000,klevv-cras-v-rgb-32-gb-ddr5-6000
G.Skill Trident Z RGB 32 GB,79.0,"4,8",2.469,Black,10.0,16.0,DDR4,3200,g-skill-trident-z-rgb-32-gb-ddr4-3200
GOODRAM IRDM 32 GB,,"2,16",,Black,10.0,30.0,DDR5,6000,goodram-irdm-32-gb-ddr5-6000
Patriot Viper 3 16 GB,25.99,"2,8",1.624,Black / Silver,10.718,10.0,DDR3,1866,patriot-viper-3-16-gb-ddr3-1866
Patriot Viper Venom 32 GB,94.99,"1,32",2.968,Black / White,10.0,30.0,DDR5,6000,patriot-viper-venom-32-gb-ddr5-6000
Corsair Dominator Titanium 64 GB,377.99,"4,16",5.906,White,10.0,32.0,DDR5,6400,corsair-dominator-titanium-64-gb-ddr5-6400
Corsair Dominator Platinum RGB 32 GB,172.99,"2,16",5.406,Black,11.613,36.0,DDR5,6200,corsair-dominator-platinum-rgb-32-gb-ddr5-6200
TEAMGROUP T-Create Expert 64 GB,180.99,"2,32",2.828,Black,10.625,34.0,DDR5,6400,teamgroup-t-create-expert-64-gb-ddr5-6400
G.Skill Trident Z5 Royal Neo RGB 64 GB,,"2,32",,Silver,8.667,26.0,DDR5,6000,g-skill-trident-z5-royal-neo-rgb-64-gb-ddr5-6000
TEAMGROUP Elite 16 GB,48.99,"1,16",3.062,Black,13.75,22.0,DDR4,3200,teamgroup-elite-16-gb-ddr4-3200
TEAMGROUP T-Force Delta RGB 32 GB,92.99,"2,16",2.906,White,12.667,38.0,DDR5,6000,teamgroup-t-force-delta-rgb-32-gb-ddr5-6000
Corsair Vengeance LPX 32 GB,80.95,"2,16",2.53,Black / Yellow,10.0,16.0,DDR4,3200,corsair-vengeance-lpx-32-gb-ddr4-3200
Crucial Ballistix MAX 16 GB,995.0,"2,8",62.188,Black,7.451,19.0,DDR4,5100,crucial-ballistix-max-16-gb-ddr4-5100
G.Skill Ripjaws S5 64 GB,189.99,"2,32",2.969,Black,10.0,28.0,DDR5,5600,g-skill-ripjaws-s5-64-gb-ddr5-5600
G.Skill Trident Z5 Royal Neo RGB 96 GB,449.99,"2,48",4.687,Gold,9.333,28.0,DDR5,6000,g-skill-trident-z5-royal-neo-rgb-96-gb-ddr5-6000
Crucial CT2K16G56C46U5 32 GB,77.98,"2,16",2.437,Black,16.429,46.0,DDR5,5600,crucial-ct2k16g56c46u5-32-gb-ddr5-5600
TEAMGROUP T-Create Expert 32 GB,65.98,"2,16",2.062,Gray,10.0,18.0,DDR4,3600,teamgroup-t-create-expert-32-gb-ddr4-3600
Corsair Vengeance LPX 128 GB,315.9,"4,32",2.468,Black / Yellow,10.0,16.0,DDR4,3200,corsair-vengeance-lpx-128-gb-ddr4-3200
G.Skill Trident Z5 RGB 32 GB,142.99,"2,16",4.468,Black,9.474,36.0,DDR5,7600,g-skill-trident-z5-rgb-32-gb-ddr5-7600
Klevv FIT V 32 GB,,"2,16",,Black,10.0,30.0,DDR5,6000,klevv-fit-v-32-gb-ddr5-6000
Corsair Vengeance LPX 32 GB,119.99,"2,16",3.75,Black / Yellow,12.189,13.0,DDR4,2133,corsair-vengeance-lpx-32-gb-ddr4-2133
Samsung M378A2K43CB1-CTD 16 GB,29.0,"1,16",1.812,Green / Black,14.254,19.0,DDR4,2666,samsung-m378a2k43cb1-ctd-16-gb-ddr4-2666
Kingston FURY Beast 32 GB,129.58,"2,16",4.049,White,10.0,30.0,DDR5,6000,kingston-fury-beast-32-gb-ddr5-6000
G.Skill Trident Z5 RGB 48 GB,259.99,"2,24",5.416,White,9.524,40.0,DDR5,8400,g-skill-trident-z5-rgb-48-gb-ddr5-8400
Corsair Vengeance RGB 32 GB,102.99,"2,16",3.218,Black,15.385,40.0,DDR5,5200,corsair-vengeance-rgb-32-gb-ddr5-5200
G.Skill Ripjaws S5 64 GB,242.99,"2,32",3.797,Black,10.0,34.0,DDR5,6800,g-skill-ripjaws-s5-64-gb-ddr5-6800
Patriot Viper Venom 16 GB,53.99,"2,8",3.374,Black / White,14.286,40.0,DDR5,5600,patriot-viper-venom-16-gb-ddr5-5600
ADATA XPG SPECTRIX D35G RGB 32 GB,99.99,"2,16",3.125,Black,10.0,16.0,DDR4,3200,adata-xpg-spectrix-d35g-rgb-32-gb-ddr4-3200
Kingston HyperX Fury 32 GB,,"2,16",,Black,10.0,16.0,DDR4,3200,kingston-hyperx-fury-32-gb-ddr4-3200
G.Skill Trident Z5 Royal Neo RGB 32 GB,149.99,"2,16",4.687,Silver,9.375,30.0,DDR5,6400,g-skill-trident-z5-royal-neo-rgb-32-gb-ddr5-6400
G.Skill Trident Z5 RGB 32 GB,164.99,"2,16",5.156,Black,9.5,38.0,DDR5,8000,g-skill-trident-z5-rgb-32-gb-ddr5-8000
G.Skill Ripjaws M5 Neo RGB 32 GB,94.99,"2,16",2.968,White,12.0,36.0,DDR5,6000,g-skill-ripjaws-m5-neo-rgb-32-gb-ddr5-6000
Corsair Dominator Titanium 64 GB,319.99,"2,32",5.0,Black,10.0,30.0,DDR5,6000,corsair-dominator-titanium-64-gb-ddr5-6000
G.Skill Trident Z5 RGB 64 GB,219.99,"2,32",3.437,Black,10.0,30.0,DDR5,6000,g-skill-trident-z5-rgb-64-gb-ddr5-6000
Samsung M378A1K43CB2-CRC 8 GB,23.08,"1,8",2.885,Green,14.167,17.0,DDR4,2400,samsung-m378a1k43cb2-crc-8-gb-ddr4-2400
Kingston Server Premier 64 GB,229.99,"1,64",3.594,,13.75,22.0,DDR4,3200,kingston-server-premier-64-gb-ddr4-3200
G.Skill Flare X5 32 GB,127.99,"2,16",4.0,White,9.333,28.0,DDR5,6000,g-skill-flare-x5-32-gb-ddr5-6000
Corsair Vengeance 64 GB,218.99,"4,16",3.422,Black,12.857,36.0,DDR5,5600,corsair-vengeance-64-gb-ddr5-5600
Kingston FURY Beast 16 GB,73.36,"2,8",4.585,Black / Silver,12.0,36.0,DDR5,6000,kingston-fury-beast-16-gb-ddr5-6000
G.Skill Trident Z5 Neo RGB 32 GB,139.99,"2,16",4.375,Silver / Black,10.0,30.0,DDR5,6000,g-skill-trident-z5-neo-rgb-32-gb-ddr5-6000
Corsair Vengeance 32 GB,104.99,"2,16",3.281,Black,11.25,36.0,DDR5,6400,corsair-vengeance-32-gb-ddr5-6400
G.Skill Trident Z5 Neo RGB 64 GB,254.99,"2,32",3.984,White / Black,9.333,28.0,DDR5,6000,g-skill-trident-z5-neo-rgb-64-gb-ddr5-6000
Kingston FURY Beast RGB 64 GB,523.82,"2,32",8.185,White,10.0,32.0,DDR5,6400,kingston-fury-beast-rgb-64-gb-ddr5-6400
TEAMGROUP T-Force Delta RGB 32 GB,124.99,"2,16",3.906,White,9.333,28.0,DDR5,6000,teamgroup-t-force-delta-rgb-32-gb-ddr5-6000
G.Skill Ripjaws M5 RGB 48 GB,109.99,"2,24",2.291,White,15.385,40.0,DDR5,5200,g-skill-ripjaws-m5-rgb-48-gb-ddr5-5200
Corsair Vengeance 64 GB,285.0,"2,32",4.453,Black / Gray,9.697,32.0,DDR5,6600,corsair-vengeance-64-gb-ddr5-6600
Corsair Vengeance LPX 16 GB,45.99,"2,8",2.874,Black,10.0,16.0,DDR4,3200,corsair-vengeance-lpx-16-gb-ddr4-3200
TEAMGROUP T-Force Delta RGB 32 GB,,"2,16",,White,10.0,18.0,DDR4,3600,teamgroup-t-force-delta-rgb-32-gb-ddr4-3600
